feature,mean_importance
Name,-0.03053001262836077
Ticket,-0.0010743796586640153
Embarked,-0.0004997146700366217
Fare,-0.0004948376806613198
Parch,-0.0004877000113472585
Pclass,0.005760162902612586
PassengerId,0.01934849848840601
Age,0.02053255637898066
Cabin,0.024124685997967067
SibSp,0.03652762386141699
Sex,0.5018941084133679
