feature,shap_importance
Sex,1.6248839588249442
Name,1.2586231932888192
Ticket,1.219585414004658
SibSp,0.3449566573122129
Age,0.16947108031656202
PassengerId,0.16797377716036266
Cabin,0.11334856438243604
Pclass,0.0709775259115975
Parch,0.0342576855495436
Fare,0.025477614842612465
Embarked,0.022799889181941205
